[0 1 1 0 2 5 6 1 2 0 0 0 5 0 5 3 6 1 0 0 0 0 2 0 0 0 2 1 0 2 1 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 1 0 7 0 2 2 1 0 5 0 0 3 0 0 1 1 1 3 1 0 1 0 4 0 1 3 2 0 2 2 0 0 2 2 1 2 0 0 0 0 0 0 0 ],
[0 1 1 0 2 0 8 0 4 1 0 1 6 7 4 0 0 2 0 0 0 0 1 1 1 0 3 3 1 3 2 1 1 1 0 1 1 3 1 2 0 0 0 0 0 0 0 ],
[0 0 0 0 0 10 2 1 3 1 1 1 3 1 6 5 0 8 0 1 1 1 2 1 0 0 2 2 2 2 0 1 2 2 1 3 2 3 1 1 0 0 0 0 0 0 0 ],
[0 0 1 0 2 2 6 0 0 0 0 1 2 8 4 2 7 0 0 1 1 3 0 1 1 0 4 5 0 2 0 1 2 0 1 2 2 3 0 1 0 0 0 0 0 0 0 ],
[0 1 1 0 0 3 3 0 2 0 1 1 1 1 1 1 7 3 0 1 1 1 2 0 0 0 4 4 0 3 0 1 0 2 0 2 2 0 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 1 6 8 1 0 0 0 0 5 8 4 1 2 7 2 0 0 0 1 1 2 0 2 2 4 0 2 1 2 1 0 3 1 2 1 0 0 0 0 0 0 0 0 ],
[0 0 1 0 1 6 8 1 3 0 0 1 7 6 1 2 7 7 2 0 0 2 2 0 0 0 0 0 2 1 2 0 2 1 1 3 0 3 1 0 0 0 0 0 0 0 0 ],
[0 1 1 0 0 1 5 1 0 2 0 1 2 5 6 2 6 8 1 1 1 0 1 1 1 0 1 3 3 0 2 0 0 2 0 2 2 1 0 2 0 0 0 0 0 0 0 ],
[0 0 0 0 2 1 0 2 3 2 1 0 0 7 3 6 6 8 1 1 1 2 0 1 2 0 3 0 3 0 2 0 1 2 1 1 1 3 0 2 0 0 0 0 0 0 0 ],
[0 1 1 0 2 3 2 2 1 2 0 1 7 0 5 2 2 3 0 1 0 3 2 0 0 0 0 0 1 2 1 1 2 2 1 0 0 1 0 2 0 0 0 0 0 0 0 ],
[0 0 1 0 0 9 5 0 4 0 1 0 3 4 6 6 3 6 1 1 0 1 1 0 0 0 2 5 3 1 2 0 2 0 1 0 2 3 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 2 0 1 1 1 2 0 0 1 3 2 6 5 2 2 1 1 2 0 1 2 0 4 4 0 1 0 0 1 1 0 0 2 2 1 2 0 0 0 0 0 0 0 ],
[0 0 1 0 2 0 2 1 4 1 0 0 4 0 1 5 5 7 2 1 1 1 0 1 0 0 0 0 3 0 2 1 0 2 0 3 0 1 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 5 2 0 1 1 0 0 6 7 0 0 5 2 1 0 1 3 1 1 0 0 1 0 2 0 1 1 0 1 0 3 1 3 0 1 0 0 0 0 0 0 0 ],
[0 0 1 0 0 0 6 0 3 2 1 0 0 5 2 2 2 4 1 1 1 0 0 0 0 0 1 2 0 0 2 1 0 1 1 2 2 3 1 2 0 0 0 0 0 0 0 ],
[0 0 0 0 0 6 0 2 0 0 1 0 4 4 6 0 3 3 2 1 1 0 0 1 2 0 0 4 0 0 0 0 2 0 0 0 2 0 0 2 0 0 0 0 0 0 0 ],
[0 1 1 0 2 3 6 0 1 1 0 0 1 2 3 5 6 0 2 1 1 0 2 0 2 0 2 3 0 2 0 1 1 1 1 3 2 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 1 1 1 3 2 0 1 5 0 4 4 1 8 0 0 1 2 1 0 0 0 3 1 4 0 0 0 1 2 0 0 2 1 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 2 3 8 1 2 0 1 0 0 7 1 6 4 6 0 0 1 2 1 1 1 0 1 1 4 2 2 1 0 2 1 3 0 3 0 1 0 0 0 0 0 0 0 ],
[0 0 1 0 1 2 2 1 0 2 1 1 7 4 5 4 5 7 1 0 0 1 2 1 0 0 3 5 0 2 2 1 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 2 2 4 0 3 2 1 0 1 6 3 6 1 1 0 0 0 0 0 0 2 0 1 5 0 0 1 1 2 1 0 3 2 2 0 2 0 0 0 0 0 0 0 ],
[0 1 1 0 2 10 4 1 4 1 0 1 6 0 3 4 7 8 1 0 1 0 1 0 0 0 1 4 3 3 1 1 2 2 1 0 2 3 1 0 0 0 0 0 0 0 0 ],
[0 1 0 0 0 2 0 1 2 2 1 1 1 3 5 3 3 2 0 0 0 2 1 1 0 0 0 5 4 0 2 1 1 1 0 2 0 3 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 1 1 4 1 2 1 1 1 5 6 1 1 4 5 1 1 1 2 0 1 2 0 1 3 2 2 1 1 2 0 0 3 2 0 0 0 0 0 0 0 0 0 0 ],
[0 1 1 0 0 9 4 0 2 1 0 1 1 4 3 0 4 5 0 0 0 0 1 0 2 0 3 3 2 0 0 1 2 0 1 0 2 1 0 1 0 0 0 0 0 0 0 ],
[0 1 1 0 0 9 6 2 3 2 0 1 0 0 2 6 1 6 2 1 1 0 0 1 0 0 3 4 3 1 1 0 2 1 0 1 1 3 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
