[11 9 1 2 2 0 3 4 1 16 0 0 1 0 2 4 4 2 1 8 0 1 21 15 1 16 2 13 1 5 2 11 10 0 0 4 12 3 2 4 10 0 2 1 9 2 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 22 1 1 0 1 0 7 1 13 0 1 3 0 17 2 13 2 2 6 1 0 23 14 1 41 5 7 3 3 2 4 10 1 0 4 8 3 4 5 11 2 4 1 21 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 10 0 2 0 2 2 5 0 15 1 1 2 0 4 4 14 1 0 3 0 0 0 0 2 63 0 20 0 4 2 55 5 0 1 5 42 1 19 3 8 1 8 0 17 1 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 6 2 2 0 2 5 3 2 16 0 3 3 0 10 4 18 1 0 3 0 2 5 0 3 52 3 16 1 1 1 63 8 2 2 5 3 1 13 5 2 1 4 2 15 2 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 16 1 1 0 2 6 6 0 12 0 2 2 0 7 3 6 0 0 7 0 0 22 1 0 39 0 16 1 3 1 61 7 0 0 4 46 0 48 5 4 0 4 1 16 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 4 1 1 2 1 0 2 2 12 2 3 4 0 0 3 0 1 1 9 1 1 5 23 11 0 2 13 0 0 2 27 3 1 3 1 28 2 43 5 9 1 1 2 11 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[8 14 0 1 0 2 5 0 1 19 0 1 3 0 9 0 13 0 1 5 1 2 18 7 6 46 0 17 1 2 2 61 9 0 2 2 22 4 39 3 4 0 2 0 20 0 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 4 1 0 0 0 0 6 1 15 1 0 3 0 17 1 14 3 1 9 2 2 12 0 11 31 3 0 3 2 1 29 11 1 5 2 3 2 14 3 1 0 11 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[6 8 1 0 0 1 4 7 1 8 0 0 2 0 9 3 10 1 1 10 2 0 23 21 9 48 5 21 0 2 2 14 5 0 2 3 24 1 1 1 7 1 6 1 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 23 0 2 1 1 3 8 1 10 2 1 1 0 7 4 23 1 0 9 1 1 10 19 11 60 0 6 1 0 0 67 5 0 4 0 50 2 15 5 10 1 7 0 17 0 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[10 17 0 0 2 3 4 5 1 22 1 3 4 0 9 3 23 1 0 9 0 2 4 22 7 13 0 21 1 1 0 60 4 2 1 1 17 4 32 4 5 1 11 2 11 1 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[5 22 2 2 0 0 1 9 1 17 1 2 1 0 4 0 3 0 2 7 1 0 18 9 1 22 0 0 3 3 0 0 0 2 4 4 38 1 30 1 0 1 8 0 20 0 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 3 2 0 0 0 5 3 2 22 0 3 5 0 15 2 8 3 2 4 2 0 8 1 9 36 5 19 3 5 1 18 0 2 0 0 43 2 10 5 11 2 7 2 15 0 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[4 21 1 2 1 1 1 10 1 2 0 1 3 0 16 0 0 0 2 5 1 2 4 16 5 15 2 0 2 5 2 74 11 0 1 3 29 2 43 4 0 2 6 2 11 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[10 8 0 1 2 0 5 9 2 10 1 3 0 0 5 1 16 1 0 3 2 0 17 0 6 14 5 17 0 5 1 39 5 2 0 1 22 0 1 6 8 2 5 0 21 2 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[4 10 1 2 0 0 6 6 2 21 0 0 3 0 6 0 12 1 0 9 0 2 9 20 4 30 0 15 3 4 1 10 0 0 2 0 38 5 35 0 10 2 9 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[4 15 2 1 1 0 0 8 1 16 0 1 0 0 6 4 1 3 1 6 2 2 8 19 9 7 5 0 2 5 2 31 1 1 1 2 0 2 24 4 3 2 4 2 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 5 2 2 0 1 6 9 0 10 2 0 3 0 10 2 16 1 1 7 1 2 18 18 7 38 3 8 1 5 2 34 8 0 2 4 41 0 9 5 3 1 3 1 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 9 0 0 1 1 4 4 0 4 1 2 2 0 17 0 22 3 0 5 0 1 21 20 4 41 1 2 0 3 1 40 5 0 1 5 43 3 0 2 0 0 0 0 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[10 2 1 2 0 1 6 11 2 1 0 1 5 0 4 1 9 2 1 11 0 2 23 13 1 57 4 12 3 3 1 49 5 1 4 2 2 2 25 0 0 0 3 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 11 1 1 2 1 4 6 1 21 1 0 0 0 9 2 7 0 2 3 2 1 18 12 1 65 1 16 3 1 0 48 11 2 0 4 33 5 20 5 0 1 9 2 10 2 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 10 2 1 2 3 2 0 2 2 0 3 3 0 14 2 22 2 2 2 0 2 8 16 3 58 5 11 0 5 2 56 4 0 2 3 32 2 35 3 7 0 2 2 19 2 2 0 0 0 0 0 0 0 0 0 0 0 0 ],
[4 14 1 1 2 2 5 7 0 9 2 2 2 0 2 3 10 2 2 3 1 0 7 18 2 45 3 0 2 3 2 11 1 2 4 3 15 5 16 1 0 1 0 1 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 8 2 2 2 2 6 4 2 5 1 3 5 0 9 0 17 0 2 4 2 1 2 19 4 62 0 22 2 0 1 9 4 2 2 2 23 5 6 3 2 2 3 0 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 9 2 1 2 0 6 2 0 12 2 3 2 0 2 4 2 0 1 11 1 0 18 12 5 31 0 23 1 2 2 75 12 2 0 0 27 5 25 6 2 2 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[7 16 0 2 0 1 1 11 1 5 1 0 4 0 5 4 4 2 2 11 0 2 16 10 10 5 4 16 2 4 2 16 4 2 3 1 31 0 9 1 0 1 3 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 16 1 2 1 2 5 8 0 19 1 1 1 0 12 3 5 3 1 7 2 1 0 22 10 46 3 20 0 5 1 58 8 0 1 1 7 5 37 6 3 2 2 1 22 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
