[3 8 4 4 0 0 4 0 2 14 0 3 0 8 1 2 10 0 4 0 15 10 3 0 7 2 4 5 6 3 0 5 0 0 9 10 10 2 6 0 0 4 13 0 0 0 0 1 1 0 12 2 4 0 4 0 16 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[10 16 7 3 1 3 3 0 6 3 0 1 0 8 7 14 16 0 6 0 16 4 11 8 0 3 0 5 6 2 5 7 18 2 0 1 7 6 3 7 0 2 2 11 1 1 5 3 9 0 15 0 4 0 11 9 5 1 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[8 10 4 0 0 0 11 0 9 7 0 1 0 5 2 4 11 0 0 0 3 1 3 10 8 0 2 4 7 0 3 2 12 2 3 7 2 2 1 2 0 1 2 6 0 0 3 1 0 2 8 10 0 0 5 9 5 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[6 4 0 3 0 0 3 0 2 16 0 1 0 2 0 13 15 0 1 0 6 6 12 4 7 13 0 6 7 5 4 7 4 2 4 1 15 0 1 0 0 9 9 19 1 0 0 0 16 1 3 3 2 0 0 0 11 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 4 1 1 1 2 5 0 5 14 0 1 0 9 3 3 12 0 2 0 7 2 10 4 9 12 0 0 9 2 4 6 10 1 3 3 15 1 10 0 0 3 4 0 1 0 5 1 0 0 11 7 1 0 9 5 1 1 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[5 0 7 4 0 0 13 0 2 6 0 4 0 1 3 12 6 0 5 0 1 9 10 0 2 7 0 6 0 3 7 3 0 2 6 4 6 1 9 7 0 12 0 1 1 0 1 3 2 1 6 0 4 0 12 7 12 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[6 13 6 4 0 3 10 0 6 9 0 5 0 9 3 0 1 0 3 0 9 8 12 4 1 17 0 4 6 0 4 4 4 3 5 5 4 5 7 6 0 6 6 6 0 1 4 1 1 0 16 11 0 0 4 4 12 1 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 10 1 4 1 1 3 0 0 14 0 2 0 2 2 7 17 0 7 0 6 5 5 11 11 0 0 5 0 4 0 0 16 2 0 6 8 9 2 6 0 4 11 6 1 0 4 0 7 0 14 8 0 0 0 8 15 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 2 4 3 0 2 8 0 15 10 0 2 0 10 7 4 16 0 7 0 2 6 18 9 7 4 1 6 9 3 3 0 4 3 5 4 1 10 1 5 0 8 2 3 1 0 5 3 9 1 3 7 4 0 4 6 8 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 1 2 3 1 0 4 0 1 15 0 0 0 6 5 16 15 0 10 0 8 10 5 1 1 1 4 4 1 0 5 2 0 2 3 8 11 0 0 4 0 5 10 1 1 0 3 0 17 2 6 9 0 0 9 2 14 1 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[5 18 4 2 0 1 12 0 13 1 0 5 0 6 7 17 3 0 6 0 7 10 2 3 6 7 4 1 3 1 3 1 18 0 2 9 8 4 6 0 0 11 12 19 0 0 0 3 1 0 13 2 3 0 0 7 1 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[10 2 0 3 0 2 13 0 14 0 0 4 0 9 7 10 15 0 6 0 3 3 7 7 9 7 1 2 9 3 3 2 3 2 0 10 15 2 10 4 0 6 2 3 0 0 4 0 16 1 2 16 3 0 4 0 17 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 9 7 2 0 1 10 0 7 9 0 5 0 9 8 5 8 0 5 0 10 9 7 11 3 8 0 6 11 3 4 5 13 2 0 0 6 7 7 1 0 8 4 11 1 1 4 3 18 1 12 6 1 0 2 7 15 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 16 2 4 0 0 9 0 5 1 0 1 0 9 2 10 17 0 0 0 13 2 10 11 14 14 5 6 4 5 2 4 5 3 6 4 0 10 0 3 0 9 4 2 1 0 2 1 3 2 13 8 4 0 0 8 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[4 5 0 1 0 1 0 0 4 15 0 2 0 8 5 7 16 0 6 0 0 4 6 0 6 7 1 3 1 2 3 7 0 0 3 6 16 0 4 4 0 3 12 16 1 1 0 4 5 1 8 10 0 0 3 8 7 1 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 2 8 2 1 2 1 0 15 3 0 4 0 7 0 1 6 0 7 0 14 9 2 0 3 15 3 3 12 4 7 3 14 1 7 1 10 7 0 5 0 8 6 16 1 0 2 1 14 2 14 10 4 0 10 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[13 16 0 4 1 0 13 0 12 14 0 3 0 8 8 12 18 0 1 0 12 4 6 4 3 5 1 5 11 3 4 1 3 3 2 0 10 8 6 0 0 10 3 17 1 0 4 0 13 0 9 6 3 0 13 4 6 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[8 4 3 4 0 2 1 0 0 15 0 1 0 4 3 15 11 0 0 0 3 0 8 10 9 14 0 0 10 2 4 3 10 2 8 9 17 4 5 4 0 10 8 1 1 1 0 1 3 1 13 13 3 0 3 6 8 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 14 2 3 0 2 1 0 0 0 0 2 0 3 6 18 15 0 11 0 12 4 7 6 0 5 5 3 12 0 3 7 4 2 7 4 5 2 7 5 0 0 2 18 0 1 1 1 13 0 2 4 2 0 5 3 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 7 3 0 1 2 6 0 8 4 0 3 0 7 4 6 0 0 3 0 7 4 13 6 14 17 4 2 3 2 4 4 1 3 8 3 0 1 12 0 0 4 0 1 0 1 3 1 9 2 10 9 0 0 12 2 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[7 17 3 4 0 1 0 0 7 5 0 0 0 10 3 9 7 0 6 0 14 3 13 0 9 17 1 6 4 3 6 7 13 0 8 9 17 2 11 6 0 6 6 0 1 0 3 0 16 2 14 15 4 0 0 8 1 1 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 5 6 1 1 0 10 0 7 7 0 5 0 9 2 8 14 0 4 0 14 1 6 5 9 19 3 0 5 2 6 3 17 0 4 8 11 0 12 2 0 2 3 18 0 0 5 4 5 1 11 4 2 0 2 6 11 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 17 6 1 0 3 0 0 7 4 0 1 0 6 6 5 3 0 2 0 16 0 10 7 1 9 4 2 0 2 6 1 10 1 1 9 16 4 10 1 0 4 12 7 1 0 3 0 11 1 9 13 3 0 4 5 16 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[8 8 4 3 1 3 1 0 3 5 0 0 0 8 3 13 13 0 3 0 7 6 9 2 3 19 1 2 12 3 7 7 15 1 7 8 2 8 1 6 0 6 7 3 0 1 0 0 14 0 1 5 3 0 5 7 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[7 12 0 3 0 3 8 0 8 2 0 2 0 4 4 17 1 0 8 0 2 3 1 10 1 16 3 4 3 5 4 7 12 1 5 3 11 0 9 8 0 3 3 8 1 0 3 0 6 1 0 12 1 0 10 6 16 1 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 8 6 0 1 2 7 0 14 8 0 5 0 7 1 5 16 0 10 0 10 10 2 4 5 9 2 2 1 1 0 6 8 2 3 4 16 8 10 4 0 1 10 16 0 0 2 1 0 2 12 12 3 0 10 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 9 4 1 1 1 12 0 13 2 0 4 0 8 1 3 5 0 6 0 10 9 13 11 13 7 4 6 5 5 2 2 12 2 4 3 13 7 12 3 0 8 5 0 0 0 3 1 2 0 0 8 3 0 2 8 16 1 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[6 11 5 3 1 1 10 0 6 15 0 0 0 2 7 14 9 0 9 0 2 2 10 4 8 19 1 5 4 5 2 5 9 2 9 4 4 10 4 4 0 4 12 2 0 1 5 2 3 0 0 12 0 0 8 4 14 1 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 9 5 2 0 1 11 0 9 4 0 5 0 0 0 14 7 0 5 0 17 10 13 1 2 5 4 5 1 2 7 3 14 2 1 4 11 9 7 1 0 3 0 4 0 0 1 0 7 0 11 0 1 0 7 7 11 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 9 1 2 1 2 4 0 1 2 0 5 0 4 0 9 4 0 1 0 0 4 12 2 5 11 1 4 1 2 7 2 8 3 8 1 5 10 8 1 0 5 0 5 0 0 2 0 18 2 1 2 0 0 5 3 1 1 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[10 4 6 1 1 2 11 0 10 7 0 1 0 9 2 13 5 0 9 0 10 5 13 10 13 10 4 0 8 5 2 6 16 3 9 10 6 2 0 2 0 10 3 19 1 1 4 0 10 1 8 12 2 0 12 4 15 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[5 13 3 0 0 0 13 0 9 13 0 2 0 5 7 8 0 0 8 0 2 8 10 0 6 3 2 4 12 4 4 6 12 3 3 6 0 7 3 0 0 2 11 4 0 1 5 3 4 2 13 5 1 0 0 5 1 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 5 1 0 1 1 11 0 0 15 0 2 0 10 6 6 4 0 7 0 10 3 7 11 4 10 3 6 11 3 1 0 15 0 9 7 10 8 6 7 0 6 4 16 0 1 1 4 0 0 1 7 1 0 3 0 4 1 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[8 6 3 1 0 2 13 0 9 5 0 3 0 8 8 4 14 0 7 0 13 0 18 10 14 11 4 2 1 0 5 4 1 1 7 2 7 0 1 4 0 11 2 14 1 0 4 3 4 1 6 10 1 0 9 3 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[7 2 1 2 1 0 0 0 12 16 0 2 0 6 2 10 9 0 9 0 17 10 10 4 14 0 0 4 3 0 3 2 10 0 7 3 15 10 10 6 0 4 14 19 0 0 1 4 4 0 4 10 0 0 0 3 13 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 17 5 3 0 0 3 0 11 4 0 1 0 0 1 11 9 0 11 0 6 7 5 10 5 4 4 6 1 1 4 1 11 3 1 4 11 2 1 0 0 2 3 0 1 0 0 0 1 2 16 15 4 0 4 7 17 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[11 13 7 1 1 1 11 0 5 6 0 2 0 4 3 3 18 0 4 0 0 3 18 8 7 5 2 5 1 1 1 1 11 0 6 1 12 6 9 5 0 7 2 1 1 0 5 2 0 1 6 14 3 0 12 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
