[7 0 3 4 0 15 0 12 1 1 6 0 5 1 6 10 2 3 16 1 3 6 13 2 1 8 2 7 1 2 5 3 3 8 0 0 0 0 0 0 0 0 0 ],
[16 0 1 1 9 15 0 4 1 1 6 6 0 3 4 7 13 4 4 6 2 7 10 18 5 0 0 2 0 1 4 3 7 15 0 0 0 0 0 0 0 0 0 ],
[12 0 1 2 8 9 0 6 5 9 5 0 5 0 5 6 5 1 3 12 7 3 10 4 4 0 1 11 1 2 7 0 6 3 0 0 0 0 0 0 0 0 0 ],
[9 0 0 5 4 3 0 12 1 4 3 7 3 0 0 8 5 5 6 9 3 7 9 17 4 0 3 4 1 0 10 1 1 13 0 0 0 0 0 0 0 0 0 ],
[6 0 3 3 5 9 0 11 1 10 6 1 6 1 7 0 14 4 3 12 6 4 11 15 3 5 1 7 0 1 0 1 5 11 0 0 0 0 0 0 0 0 0 ],
[3 0 3 0 2 9 0 1 3 7 0 7 8 1 5 13 0 1 1 6 2 6 3 1 4 5 1 8 0 4 0 3 0 2 0 0 0 0 0 0 0 0 0 ],
[7 0 1 3 10 9 0 9 6 0 0 7 3 4 4 3 3 0 0 11 2 0 3 14 1 6 0 8 1 3 11 3 3 5 0 0 0 0 0 0 0 0 0 ],
[17 0 2 3 4 14 0 8 1 6 1 7 3 0 7 5 9 1 0 8 4 7 13 14 5 6 1 14 0 0 4 1 7 10 0 0 0 0 0 0 0 0 0 ],
[11 0 3 5 3 12 0 0 2 7 1 7 0 2 0 1 0 0 10 0 11 4 12 18 1 9 1 4 2 3 0 2 1 9 0 0 0 0 0 0 0 0 0 ],
[10 0 1 5 9 1 0 7 5 3 4 1 3 2 5 2 0 2 8 9 0 6 3 17 5 7 0 13 0 4 15 0 1 3 0 0 0 0 0 0 0 0 0 ],
[9 0 2 0 2 0 0 7 0 11 0 6 6 3 2 7 9 0 10 7 11 0 12 12 1 0 3 7 1 2 6 3 1 3 0 0 0 0 0 0 0 0 0 ],
[9 0 3 0 3 2 0 7 5 10 2 6 5 3 5 10 6 1 7 2 5 5 0 14 4 6 0 9 2 1 9 2 5 15 0 0 0 0 0 0 0 0 0 ],
[4 0 1 2 4 13 0 6 2 10 3 2 2 2 1 2 15 6 1 2 11 4 16 0 1 6 0 11 0 3 6 0 6 10 0 0 0 0 0 0 0 0 0 ],
[6 0 0 2 6 3 0 1 6 10 3 1 2 2 2 7 3 5 8 3 10 7 9 6 0 1 2 11 1 0 4 0 1 3 0 0 0 0 0 0 0 0 0 ],
[13 0 1 2 9 0 0 11 2 9 2 7 2 1 6 2 9 3 16 11 9 1 9 15 1 0 2 5 0 2 12 1 6 15 0 0 0 0 0 0 0 0 0 ],
[1 0 0 0 5 13 0 5 4 6 0 4 2 3 2 1 9 1 5 4 8 3 2 14 5 5 0 13 0 1 4 0 4 2 0 0 0 0 0 0 0 0 0 ],
[6 0 0 2 10 4 0 8 4 3 1 2 8 1 3 0 19 5 15 6 9 7 5 19 2 8 0 0 1 3 13 0 1 9 0 0 0 0 0 0 0 0 0 ],
[12 0 2 1 8 5 0 4 4 9 4 5 7 0 2 3 14 0 10 3 8 1 3 14 3 6 1 5 0 4 9 3 4 6 0 0 0 0 0 0 0 0 0 ],
[9 0 1 1 6 9 0 0 4 1 4 2 1 4 6 0 3 2 16 1 11 2 10 5 0 4 0 15 2 0 6 3 7 2 0 0 0 0 0 0 0 0 0 ],
[8 0 3 1 0 6 0 9 1 4 2 2 0 3 2 7 19 4 0 4 9 5 9 4 5 9 2 6 0 3 0 2 0 8 0 0 0 0 0 0 0 0 0 ],
[5 0 3 0 4 1 0 3 6 0 4 1 0 2 0 5 6 3 11 6 8 1 7 2 5 1 3 3 2 2 14 0 6 13 0 0 0 0 0 0 0 0 0 ],
[7 0 3 1 4 8 0 6 3 10 1 6 8 1 0 8 9 2 12 4 10 6 8 14 2 7 2 3 1 2 9 1 0 6 0 0 0 0 0 0 0 0 0 ],
[17 0 2 0 5 13 0 6 5 11 6 4 7 3 5 1 1 2 8 8 6 0 0 1 2 6 0 13 2 0 9 0 3 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
