[1 1 2 1 5 0 1 1 0 2 1 0 3 0 0 0 1 2 1 0 5 1 2 2 0 0 4 5 3 0 0 1 5 5 2 3 0 4 3 1 0 2 6 0 1 1 0 0 0 0 0 0 0 0 ],
[1 3 5 1 2 1 0 4 0 0 0 0 2 2 2 1 7 0 3 0 4 1 3 2 1 0 3 3 1 1 0 8 9 4 2 2 1 0 6 0 3 0 6 8 2 1 0 0 0 0 0 0 0 0 ],
[0 4 0 1 5 0 2 7 0 3 1 0 6 1 2 1 7 1 5 0 0 4 0 1 1 0 3 6 0 0 1 0 0 6 1 3 0 3 0 1 1 2 0 5 2 1 0 0 0 0 0 0 0 0 ],
[1 2 6 1 5 2 0 5 0 2 1 0 3 2 2 1 4 0 6 0 1 3 1 0 1 0 1 7 3 0 1 7 0 2 1 7 1 3 7 2 3 6 2 6 1 0 0 0 0 0 0 0 0 0 ],
[0 4 6 0 0 2 0 3 0 4 1 0 6 0 2 2 7 3 6 0 3 1 1 0 1 0 4 6 0 1 1 1 3 0 1 6 1 2 2 3 2 6 0 7 0 0 0 0 0 0 0 0 0 0 ],
[1 4 0 1 4 1 3 2 0 0 0 0 2 2 0 0 6 0 5 0 1 3 3 0 0 0 4 3 2 1 1 7 1 3 0 3 0 3 4 0 2 0 2 5 2 1 0 0 0 0 0 0 0 0 ],
[1 1 3 1 2 2 3 7 0 6 2 0 5 2 2 2 0 2 6 0 0 4 2 0 1 0 0 6 2 1 1 1 0 7 2 0 1 8 5 0 1 6 6 2 0 0 0 0 0 0 0 0 0 0 ],
[1 4 7 0 3 0 0 0 0 6 0 0 3 2 2 1 0 1 0 0 7 0 3 0 1 0 2 6 1 1 0 0 7 8 1 2 0 3 5 1 0 3 2 5 0 1 0 0 0 0 0 0 0 0 ],
[1 4 3 0 3 2 1 3 0 6 2 0 4 0 1 2 6 1 6 0 7 1 2 1 1 0 1 4 3 0 1 9 1 3 1 4 1 0 4 2 3 1 6 3 0 0 0 0 0 0 0 0 0 0 ],
[0 3 2 0 3 1 3 4 0 2 0 0 3 2 1 1 6 3 1 0 4 1 0 2 1 0 4 6 1 0 0 8 4 4 0 3 1 0 0 2 0 0 2 4 2 1 0 0 0 0 0 0 0 0 ],
[0 2 3 1 2 2 0 0 0 5 2 0 2 1 2 2 3 3 3 0 0 4 2 0 1 0 0 5 2 0 0 5 9 0 1 5 0 4 5 0 3 3 3 4 0 1 0 0 0 0 0 0 0 0 ],
[0 0 7 1 0 2 0 6 0 5 2 0 5 2 1 2 1 2 4 0 6 4 3 0 0 0 0 1 1 1 1 1 7 7 2 7 1 4 4 3 0 1 2 2 1 0 0 0 0 0 0 0 0 0 ],
[0 0 7 0 4 0 0 2 0 0 2 0 5 2 2 1 4 0 2 0 1 0 2 2 1 0 2 1 4 0 1 1 3 7 1 5 0 7 3 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 ],
[1 1 5 0 2 0 1 2 0 4 2 0 4 0 0 1 4 1 4 0 6 1 1 0 1 0 0 5 3 1 1 2 1 3 0 3 1 6 6 2 3 4 0 6 0 1 0 0 0 0 0 0 0 0 ],
[1 0 2 0 1 1 2 4 0 5 1 0 0 0 1 2 0 1 6 0 2 3 0 1 1 0 2 5 3 1 0 5 7 3 1 2 1 7 1 0 0 2 2 0 0 1 0 0 0 0 0 0 0 0 ],
[0 0 3 1 2 1 0 2 0 5 1 0 4 0 1 1 4 3 3 0 6 0 1 0 1 0 0 4 2 1 1 0 3 6 1 6 0 8 2 0 2 6 6 8 0 0 0 0 0 0 0 0 0 0 ],
[0 1 8 0 4 1 3 5 0 2 2 0 4 0 1 1 1 1 2 0 0 3 2 1 0 0 1 0 0 1 0 9 7 4 2 4 0 7 6 2 2 6 4 6 1 0 0 0 0 0 0 0 0 0 ],
[1 0 2 0 5 1 1 3 0 5 0 0 3 0 2 1 8 0 3 0 4 1 3 2 1 0 2 6 4 1 1 2 3 3 0 2 1 1 1 2 0 6 0 8 1 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
