[1 7 0 1 0 2 3 1 0 6 0 0 1 0 10 0 7 2 0 5 0 0 11 2 6 11 2 8 1 3 1 10 2 1 3 0 13 0 11 1 1 0 7 0 11 0 1 0 0 0 0 ],
[0 4 0 0 1 2 0 1 1 13 1 2 0 0 10 1 10 0 0 6 0 0 2 1 2 5 3 8 1 3 0 14 1 1 0 1 18 3 28 1 7 1 2 1 12 0 1 0 0 0 0 ],
[5 8 0 1 0 1 4 0 1 9 1 1 1 0 7 1 11 1 1 3 0 0 15 10 3 11 3 2 0 0 1 25 8 0 0 0 29 3 1 3 0 1 3 1 7 0 0 0 0 0 0 ],
[0 3 1 1 0 2 3 6 1 14 1 2 0 0 0 0 2 0 1 2 0 1 9 2 7 42 3 2 1 3 0 37 6 0 0 0 1 2 2 1 4 0 2 1 8 1 1 0 0 0 0 ],
[1 14 0 1 0 0 3 0 0 5 1 1 2 0 8 0 12 0 0 1 0 1 1 2 0 42 1 12 2 1 1 24 0 1 1 3 35 0 27 1 6 1 4 1 8 1 1 0 0 0 0 ],
[6 6 0 1 1 0 3 5 0 12 0 0 3 0 5 2 0 0 1 0 1 1 9 12 0 35 0 5 2 3 1 33 5 1 3 1 12 0 10 0 1 0 6 1 7 0 1 0 0 0 0 ],
[6 10 1 1 1 1 1 0 0 11 1 0 1 0 10 0 11 0 1 6 1 0 7 14 1 39 2 3 0 0 0 43 5 1 1 2 5 1 12 3 6 0 0 0 14 0 0 0 0 0 0 ],
[4 8 0 1 0 0 4 1 0 13 0 1 0 0 7 2 0 2 0 0 1 0 14 6 1 25 1 13 2 2 0 36 5 1 1 2 0 1 9 0 0 1 5 0 11 0 1 0 0 0 0 ],
[5 4 1 1 0 1 2 4 0 4 1 0 2 0 5 2 11 0 1 0 1 1 9 8 3 39 0 9 0 3 1 35 4 0 1 3 35 2 7 4 2 1 2 1 8 1 0 0 0 0 0 ],
[1 5 0 0 1 2 0 6 1 1 0 0 1 0 8 1 5 2 0 1 0 1 4 13 0 38 1 2 0 3 1 37 0 0 2 1 12 0 2 1 2 0 1 1 6 0 0 0 0 0 0 ],
[5 4 0 0 0 2 1 7 0 13 0 2 3 0 5 2 0 0 0 1 1 0 9 8 7 41 1 0 0 0 1 4 7 0 2 1 8 3 22 0 1 0 1 0 14 1 1 0 0 0 0 ],
[7 2 1 0 1 2 0 3 0 3 0 0 0 0 10 1 5 0 0 2 1 0 0 8 7 41 3 4 2 0 0 3 5 0 1 1 24 3 1 2 1 0 1 0 12 1 1 0 0 0 0 ],
[3 15 1 1 1 0 1 6 0 9 1 1 0 0 4 1 11 2 1 1 0 0 12 0 6 8 1 0 1 1 0 37 0 1 0 3 21 0 31 4 3 0 2 1 9 1 0 0 0 0 0 ],
[5 12 1 0 1 1 0 2 0 11 1 0 3 0 1 2 1 1 1 4 0 0 10 6 0 39 1 7 1 1 0 9 6 0 1 1 28 1 12 0 5 1 6 1 15 1 0 0 0 0 0 ],
[2 11 0 1 1 1 2 5 0 11 1 2 2 0 0 1 7 1 1 7 1 1 12 15 1 0 1 1 0 0 1 1 0 1 2 3 28 0 25 0 7 1 7 0 11 0 0 0 0 0 0 ],
[1 13 0 0 1 0 3 6 1 14 1 0 1 0 9 0 4 1 1 6 0 1 5 2 7 24 0 3 1 2 1 35 3 1 2 1 22 3 21 3 3 1 1 1 3 1 0 0 0 0 0 ],
[3 7 1 1 0 0 3 5 0 4 1 2 2 0 5 0 9 0 0 2 0 0 9 0 5 31 1 0 0 1 0 29 5 0 2 0 21 1 32 3 3 0 0 0 12 0 0 0 0 0 0 ],
[5 0 0 0 1 1 1 2 1 14 1 0 3 0 3 0 7 0 0 3 1 0 8 10 3 4 3 2 0 3 0 40 8 1 0 1 6 2 1 0 7 0 5 0 0 0 1 0 0 0 0 ],
[6 1 0 0 0 0 4 1 0 11 0 0 1 0 7 0 6 1 0 6 0 1 2 15 6 38 3 13 0 0 0 15 2 1 2 1 14 3 15 3 0 0 3 0 14 0 1 0 0 0 0 ],
[2 0 0 0 0 2 4 3 0 4 0 2 2 0 3 0 13 1 0 5 0 0 5 2 2 35 2 9 0 3 0 8 3 0 3 2 35 2 14 0 4 1 1 0 15 0 0 0 0 0 0 ],
[6 9 0 1 1 0 2 2 0 3 0 0 2 0 4 2 11 1 1 2 0 1 2 4 7 0 0 0 1 1 1 0 4 0 2 0 2 3 12 3 5 0 0 0 8 0 1 0 0 0 0 ],
[2 5 0 1 1 1 1 7 0 3 0 1 1 0 9 0 8 1 0 4 1 0 13 3 3 14 2 10 2 3 1 18 0 1 0 2 7 3 10 0 6 0 6 0 12 0 1 0 0 0 0 ],
[2 14 0 1 1 0 4 2 1 7 0 0 0 0 4 2 6 0 0 6 1 1 14 10 3 37 0 14 1 2 0 22 4 0 0 0 11 1 7 1 0 1 2 0 12 0 1 0 0 0 0 ],
[3 7 1 0 1 2 0 4 1 2 1 1 1 0 5 2 0 2 1 0 0 1 5 10 2 36 0 4 1 2 1 13 2 0 0 0 4 1 19 1 1 1 4 1 11 0 1 0 0 0 0 ],
[3 13 1 1 0 0 2 3 0 15 1 2 0 0 6 2 1 2 1 1 0 1 6 14 1 8 0 7 1 1 0 10 8 1 0 0 2 0 35 0 5 0 7 1 15 1 0 0 0 0 0 ],
[6 0 0 1 1 0 0 3 0 14 0 0 0 0 6 2 0 0 1 2 1 0 8 5 1 7 2 2 0 0 0 5 7 0 3 0 0 1 24 0 4 1 5 1 0 0 1 0 0 0 0 ],
[6 14 1 0 1 2 3 0 0 11 0 2 3 0 4 0 8 1 0 0 1 1 2 9 4 38 1 11 2 2 0 34 5 1 2 1 23 0 9 2 6 1 7 1 1 1 1 0 0 0 0 ],
[6 12 0 0 0 1 0 5 0 1 1 0 0 0 5 1 15 1 1 2 1 1 5 14 7 41 0 14 2 1 0 14 1 0 2 3 7 3 0 0 6 1 5 0 3 1 1 0 0 0 0 ],
[5 2 1 0 1 1 2 5 1 13 1 2 1 0 10 2 4 1 1 2 0 1 2 3 0 35 1 6 2 1 0 23 8 0 3 0 20 1 7 0 4 1 3 0 0 0 1 0 0 0 0 ],
[6 11 1 0 1 0 2 5 1 14 0 0 2 0 3 0 12 2 0 2 1 0 1 4 2 21 0 6 2 2 1 48 3 0 2 2 33 0 20 2 0 0 4 0 0 1 0 0 0 0 0 ],
[1 6 0 1 1 2 4 1 0 4 1 2 0 0 8 1 1 2 0 6 0 0 11 5 2 36 3 15 2 3 0 4 7 1 1 1 14 1 17 3 2 0 5 1 13 1 1 0 0 0 0 ],
[1 1 0 0 0 1 0 0 0 4 1 0 3 0 8 0 2 2 1 7 0 0 12 7 5 23 3 9 0 0 1 11 4 0 3 2 33 3 34 0 1 1 0 0 4 1 0 0 0 0 0 ],
[4 12 1 1 0 2 0 1 0 15 1 0 2 0 9 1 8 1 0 7 0 0 13 5 0 18 1 0 1 2 0 35 4 0 0 3 23 0 6 1 4 0 6 0 3 1 1 0 0 0 0 ],
[0 9 0 0 0 0 0 4 1 13 0 1 0 0 8 2 3 1 1 4 1 1 3 2 0 31 2 0 2 1 0 23 7 1 2 3 9 1 25 3 2 1 4 0 0 1 1 0 0 0 0 ],
[7 10 0 0 0 0 0 3 0 10 1 2 0 0 5 0 13 2 0 5 1 0 15 2 2 5 1 2 0 3 1 16 8 1 0 3 31 0 27 1 1 0 7 0 11 0 0 0 0 0 0 ],
[4 2 0 0 1 2 3 1 0 15 0 0 3 0 6 0 7 2 1 2 0 1 9 6 7 2 2 5 0 3 1 32 2 1 1 1 25 2 19 3 4 1 6 0 14 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
