[7 2 1 1 0 1 5 0 7 3 0 0 0 7 2 8 7 0 2 0 8 4 3 5 8 0 2 4 2 1 2 0 12 1 3 3 2 2 1 1 0 8 8 12 0 0 3 2 3 0 8 3 1 0 2 7 9 0 0 11 0 0 0 0 ],
[9 12 5 0 0 0 0 0 5 4 0 0 0 0 2 10 4 0 4 0 0 6 6 4 4 6 0 1 2 1 0 2 10 0 2 4 3 4 7 0 0 4 6 8 0 0 2 0 7 1 4 2 1 0 2 7 6 0 0 7 0 0 0 0 ],
[6 6 4 1 0 0 9 0 6 5 0 0 0 0 2 7 3 0 3 0 1 7 13 5 1 10 3 2 5 2 3 3 8 1 4 7 5 4 1 2 0 6 10 4 0 0 3 1 8 0 10 1 1 0 8 2 11 0 0 8 0 0 0 0 ],
[7 1 5 1 0 0 2 0 8 1 0 1 0 3 0 0 3 0 2 0 7 4 2 7 5 0 3 2 9 1 0 4 10 1 0 4 9 7 1 2 0 4 7 13 0 0 1 1 3 1 3 7 1 0 0 7 7 0 0 7 0 0 0 0 ],
[4 10 1 1 0 0 4 0 8 7 0 1 0 2 0 0 12 0 8 0 3 1 13 4 1 2 3 1 0 3 1 5 1 2 3 3 3 4 5 1 0 7 2 11 0 0 3 0 5 0 2 11 1 0 4 7 11 0 0 4 0 0 0 0 ],
[7 12 3 0 0 0 9 0 1 6 0 3 0 6 4 5 0 0 5 0 1 7 5 5 3 10 1 0 10 2 3 4 12 1 1 5 11 1 3 5 0 2 4 4 0 0 0 0 13 1 6 10 1 0 6 2 11 0 0 13 0 0 0 0 ],
[2 9 0 2 0 2 5 0 10 2 0 3 0 0 4 3 1 0 7 0 5 6 11 3 3 11 2 4 6 1 4 5 7 2 4 1 11 2 1 3 0 4 10 10 0 0 3 0 5 0 6 3 2 0 0 0 9 0 0 4 0 0 0 0 ],
[0 3 4 2 0 2 5 0 9 5 0 1 0 7 1 11 2 0 0 0 5 0 12 4 2 5 2 1 7 2 4 2 8 2 4 1 3 5 5 1 0 1 1 4 0 0 3 2 1 0 8 1 1 0 3 8 12 0 0 0 0 0 0 0 ],
[0 1 2 2 0 1 4 0 5 11 0 2 0 0 3 5 7 0 4 0 7 5 0 1 1 14 3 3 5 0 4 0 9 1 3 6 0 3 2 1 0 2 3 6 0 0 0 1 4 0 3 6 0 0 8 4 0 0 0 1 0 0 0 0 ],
[4 9 0 1 0 0 7 0 9 5 0 3 0 5 5 3 3 0 6 0 0 4 12 7 10 11 2 4 4 3 1 3 9 2 5 4 5 6 4 1 0 6 6 2 0 0 1 0 5 0 8 7 2 0 6 3 9 0 0 11 0 0 0 0 ],
[7 6 5 2 0 0 4 0 6 8 0 2 0 7 5 9 13 0 2 0 7 0 1 0 6 5 3 1 10 0 2 2 6 2 2 3 6 3 7 3 0 7 6 8 0 0 1 2 8 1 6 7 1 0 2 4 6 0 0 13 0 0 0 0 ],
[9 2 5 2 0 0 4 0 11 10 0 0 0 5 1 3 1 0 8 0 3 5 0 6 3 6 2 4 1 1 1 4 5 1 2 6 9 3 2 2 0 6 3 9 0 0 3 2 12 1 2 10 0 0 3 2 1 0 0 13 0 0 0 0 ],
[6 12 0 0 0 1 1 0 2 0 0 3 0 1 2 8 5 0 7 0 12 7 6 0 8 11 0 1 2 0 4 3 10 0 3 2 9 0 2 3 0 6 3 1 0 0 2 2 8 1 9 8 2 0 8 3 10 0 0 7 0 0 0 0 ],
[9 7 4 2 0 2 7 0 5 11 0 3 0 0 0 7 4 0 0 0 0 2 13 7 0 13 3 2 7 1 4 2 2 2 1 5 10 2 3 3 0 1 8 2 0 0 1 2 5 1 1 1 2 0 9 2 5 0 0 12 0 0 0 0 ],
[5 8 5 2 0 1 6 0 7 1 0 1 0 2 0 8 4 0 1 0 1 1 1 2 5 0 1 4 8 2 5 4 0 1 6 4 11 0 0 5 0 7 10 14 0 0 2 1 8 0 8 2 2 0 0 3 2 0 0 10 0 0 0 0 ],
[0 0 4 1 0 2 2 0 8 4 0 0 0 0 5 9 9 0 6 0 2 6 8 8 4 13 0 2 6 3 1 3 3 1 2 2 12 0 8 1 0 0 1 3 0 0 3 1 1 1 11 4 0 0 9 1 7 0 0 6 0 0 0 0 ],
[4 12 3 0 0 2 1 0 9 1 0 3 0 2 1 6 6 0 1 0 4 4 4 1 3 12 0 0 7 1 1 5 1 1 4 3 3 3 2 1 0 8 3 13 0 0 3 1 0 0 4 0 1 0 9 5 11 0 0 4 0 0 0 0 ],
[3 2 5 1 0 0 0 0 11 0 0 0 0 1 2 10 4 0 0 0 7 5 10 7 6 6 1 2 0 3 2 1 1 1 4 6 4 1 0 3 0 3 5 4 0 0 2 0 10 1 1 4 2 0 6 8 7 0 0 0 0 0 0 0 ],
[0 8 1 1 0 2 2 0 3 7 0 2 0 7 3 8 11 0 4 0 0 3 11 1 8 5 1 2 6 0 3 1 0 2 0 4 4 6 2 2 0 5 0 6 0 0 1 2 12 0 7 9 0 0 5 8 11 0 0 6 0 0 0 0 ],
[7 13 5 1 0 2 0 0 10 0 0 3 0 2 3 2 10 0 8 0 6 0 3 4 3 6 2 3 3 3 0 3 4 2 1 7 5 4 3 5 0 6 0 4 0 0 2 0 9 1 2 6 2 0 5 1 4 0 0 9 0 0 0 0 ],
[6 0 0 2 0 2 8 0 3 1 0 3 0 0 4 13 5 0 0 0 2 2 4 1 4 13 0 2 0 1 2 0 13 1 4 5 4 1 5 0 0 3 5 6 0 0 1 0 13 1 3 11 0 0 0 4 10 0 0 13 0 0 0 0 ],
[4 13 2 1 0 0 5 0 0 7 0 3 0 6 1 10 13 0 7 0 10 6 6 7 10 2 0 3 7 2 4 4 0 0 4 3 8 2 3 5 0 1 6 0 0 0 2 2 10 1 9 0 0 0 6 8 3 0 0 6 0 0 0 0 ],
[4 2 1 2 0 0 1 0 5 1 0 2 0 3 0 3 3 0 3 0 6 5 12 7 6 4 2 1 8 2 0 4 10 0 4 0 6 3 4 0 0 8 4 4 0 0 1 2 13 0 9 1 1 0 0 4 12 0 0 4 0 0 0 0 ],
[6 9 2 2 0 1 2 0 10 6 0 1 0 4 3 10 13 0 8 0 12 7 10 7 3 9 1 3 9 2 4 4 8 2 0 2 12 6 5 1 0 7 6 4 0 0 0 2 5 0 4 9 2 0 3 0 2 0 0 2 0 0 0 0 ],
[2 13 3 2 0 2 6 0 1 3 0 1 0 0 0 11 0 0 1 0 6 3 13 6 2 6 2 1 5 0 4 4 2 0 6 0 8 4 4 4 0 8 8 5 0 0 3 0 11 0 3 10 1 0 0 1 2 0 0 6 0 0 0 0 ],
[6 10 4 2 0 2 5 0 9 2 0 3 0 2 3 3 0 0 7 0 2 5 13 6 1 7 0 4 6 0 4 2 1 0 5 1 0 5 7 5 0 1 10 13 0 0 3 2 4 1 8 4 1 0 3 8 8 0 0 11 0 0 0 0 ],
[4 0 4 0 0 1 2 0 6 5 0 2 0 4 1 12 0 0 4 0 7 5 8 0 0 1 0 3 5 1 0 3 0 0 3 1 12 0 2 3 0 4 5 12 0 0 2 2 13 1 11 11 0 0 8 8 11 0 0 10 0 0 0 0 ],
[4 10 5 1 0 2 4 0 2 8 0 1 0 3 5 9 0 0 3 0 12 7 3 7 8 6 2 1 1 3 2 2 5 0 6 7 4 5 0 1 0 7 6 6 0 0 2 2 5 1 7 4 0 0 9 6 5 0 0 11 0 0 0 0 ],
[6 1 0 0 0 2 2 0 7 7 0 3 0 2 4 10 8 0 0 0 9 3 6 4 8 12 0 3 9 0 5 1 3 1 3 2 9 5 6 0 0 5 10 9 0 0 0 0 11 0 8 11 1 0 7 6 11 0 0 13 0 0 0 0 ],
[1 10 2 0 0 1 8 0 4 1 0 1 0 3 3 0 12 0 3 0 6 6 1 1 1 11 3 1 2 0 1 0 9 2 0 7 3 1 7 2 0 6 0 12 0 0 3 2 8 0 3 8 0 0 4 2 8 0 0 5 0 0 0 0 ],
[9 11 2 0 0 0 4 0 7 6 0 3 0 4 3 12 8 0 3 0 5 7 6 4 7 1 3 0 9 2 1 3 9 0 6 0 8 1 6 5 0 0 0 7 0 0 3 2 8 1 0 0 0 0 7 4 10 0 0 13 0 0 0 0 ],
[4 0 5 0 0 2 2 0 0 0 0 3 0 0 2 9 9 0 3 0 3 2 11 5 10 0 2 1 0 3 2 1 11 1 0 3 10 3 1 1 0 3 0 4 0 0 0 1 0 1 8 4 1 0 4 8 4 0 0 11 0 0 0 0 ],
[9 9 0 1 0 0 0 0 0 9 0 3 0 4 2 10 4 0 8 0 5 2 5 1 6 7 1 2 0 1 0 4 2 0 3 5 1 2 5 3 0 4 4 0 0 0 3 2 8 1 3 6 2 0 2 8 12 0 0 1 0 0 0 0 ],
[6 13 2 1 0 1 3 0 11 9 0 2 0 7 2 2 0 0 8 0 12 6 5 0 9 12 3 1 10 2 0 1 12 1 1 4 2 5 3 2 0 4 1 8 0 0 3 2 4 1 6 7 1 0 1 1 12 0 0 8 0 0 0 0 ],
[1 10 0 2 0 1 9 0 11 6 0 2 0 3 3 7 7 0 8 0 4 5 10 1 8 6 0 3 4 1 1 1 12 2 3 4 9 7 3 2 0 1 8 14 0 0 2 0 9 0 10 8 1 0 5 5 11 0 0 13 0 0 0 0 ],
[3 12 1 1 0 2 3 0 11 0 0 1 0 1 5 9 0 0 7 0 2 0 4 5 10 5 1 1 5 3 3 0 9 0 2 7 2 3 8 0 0 0 6 11 0 0 0 0 3 0 9 5 2 0 6 4 10 0 0 1 0 0 0 0 ],
[6 2 0 2 0 1 7 0 5 9 0 1 0 3 0 2 0 0 2 0 3 0 0 2 7 12 2 0 10 0 2 3 12 0 6 2 12 3 2 5 0 2 8 14 0 0 0 0 7 0 5 6 0 0 7 0 10 0 0 5 0 0 0 0 ],
[6 1 1 2 0 0 7 0 6 0 0 3 0 6 4 3 9 0 4 0 12 0 9 2 8 6 2 2 9 3 5 3 0 1 5 4 1 4 7 4 0 3 7 8 0 0 0 0 0 0 1 1 0 0 7 6 11 0 0 4 0 0 0 0 ],
[2 0 2 0 0 1 5 0 8 5 0 2 0 1 3 2 13 0 4 0 12 3 6 3 7 14 0 3 9 1 1 2 4 1 2 5 4 3 1 0 0 7 1 7 0 0 1 0 10 0 6 10 2 0 9 7 4 0 0 4 0 0 0 0 ],
[6 6 4 1 0 0 7 0 1 3 0 1 0 3 0 13 12 0 3 0 5 2 5 7 1 9 2 3 3 3 3 3 12 1 6 1 3 3 6 2 0 2 4 9 0 0 0 0 7 0 0 11 2 0 0 4 3 0 0 11 0 0 0 0 ],
[1 12 3 2 0 2 9 0 4 4 0 1 0 1 3 5 9 0 5 0 8 7 11 5 8 12 1 4 5 0 5 3 11 2 1 7 11 6 0 5 0 2 7 10 0 0 3 2 2 0 5 0 1 0 8 8 12 0 0 11 0 0 0 0 ],
[1 2 2 2 0 0 0 0 1 1 0 0 0 1 3 3 4 0 1 0 5 1 4 4 7 4 1 4 10 3 3 2 7 1 4 2 2 3 7 5 0 5 9 5 0 0 2 2 11 1 2 7 0 0 3 7 4 0 0 4 0 0 0 0 ],
[7 2 5 1 0 1 8 0 7 6 0 2 0 7 3 11 11 0 1 0 0 6 9 0 0 3 1 3 6 0 1 2 13 2 6 6 7 7 0 3 0 3 6 0 0 0 1 2 10 1 0 9 1 0 7 5 10 0 0 3 0 0 0 0 ],
[7 10 5 0 0 2 9 0 7 1 0 2 0 3 3 7 0 0 0 0 1 0 12 2 8 12 1 2 0 1 0 1 9 1 2 2 9 7 2 0 0 7 2 1 0 0 1 2 10 1 0 2 1 0 0 0 1 0 0 10 0 0 0 0 ],
[2 8 2 0 0 0 2 0 3 10 0 0 0 2 5 2 13 0 8 0 8 5 7 5 2 2 3 1 0 2 3 3 4 0 6 2 12 3 8 1 0 0 9 1 0 0 2 2 2 1 2 1 2 0 3 0 12 0 0 4 0 0 0 0 ],
[1 9 0 2 0 1 2 0 7 7 0 3 0 7 1 0 8 0 7 0 3 0 1 7 9 13 3 0 2 0 3 5 12 2 6 1 5 7 6 0 0 4 3 11 0 0 3 1 6 0 4 2 0 0 7 1 0 0 0 1 0 0 0 0 ],
[9 1 5 1 0 2 9 0 11 7 0 0 0 5 4 5 11 0 2 0 12 5 8 8 0 0 1 1 3 2 4 3 6 1 5 7 1 2 1 3 0 5 2 6 0 0 2 0 10 1 6 10 0 0 8 2 1 0 0 1 0 0 0 0 ],
[0 3 5 0 0 2 5 0 7 4 0 0 0 4 1 12 2 0 2 0 9 5 1 6 0 5 2 0 5 3 0 1 1 0 1 5 5 2 4 3 0 3 0 6 0 0 1 2 7 1 1 7 2 0 7 7 1 0 0 2 0 0 0 0 ],
[1 1 5 2 0 0 6 0 4 0 0 1 0 4 2 13 0 0 4 0 2 5 5 4 1 1 3 0 9 1 0 5 2 2 4 5 1 4 7 3 0 8 0 5 0 0 1 0 13 0 8 5 1 0 3 2 12 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
